"Scenario","Africa","East Asia","Eastern Europe and Central Asia","Latin America","North America","Oceania","South Asia","Western and Central Europe","Western Asia"
"Stratified Societies",1279,14303,966,4726,4678,658,6757,1743,528
"Stratified Societies",1663,15705,1038,5275,5101,896,7413,1671,847
"Stratified Societies",1107,14191,1132,4727,4287,971,5982,1749,578
"Stratified Societies",1248,13671,1048,4969,5194,906,7315,1746,838
"Stratified Societies",1300,15651,1062,4071,5072,1166,8312,1671,676
"Stratified Societies",1353,15206,978,4906,5144,596,7545,1994,590
"Stratified Societies",1467,16783,1112,5205,5469,899,6503,1779,515
"Stratified Societies",1511,15440,1035,4111,5840,874,7833,1568,491
"Stratified Societies",1319,15996,1115,4035,5604,903,6238,1460,725
"Stratified Societies",1095,13982,1111,4123,4987,920,8100,1608,607
"Stratified Societies",910,16344,1053,4276,4731,812,7529,1590,578
"Stratified Societies",1055,15227,1058,5572,5504,710,7537,2029,686
"Stratified Societies",1227,16483,1119,4637,4876,1021,7116,1783,577
"Stratified Societies",1107,14088,1027,4912,4880,1113,6777,1759,780
"Stratified Societies",1191,12998,1063,4182,5307,1016,5459,1552,685
"Stratified Societies",1565,15333,990,4876,5376,893,6213,1570,809
"Stratified Societies",1332,14676,999,5074,5182,1181,6891,1574,739
"Stratified Societies",1095,15248,1032,4644,5279,1071,7021,1633,687
"Stratified Societies",1367,15997,987,4279,4773,941,7069,1602,666
"Stratified Societies",1441,14883,1060,4448,5431,734,6851,1907,752
"Stratified Societies",1263,16518,1041,5315,4716,918,7644,1974,637
"Stratified Societies",1098,15652,1072,4919,4284,1056,5780,2001,685
"Stratified Societies",1022,15228,1015,4564,4710,917,6578,1556,494
"Stratified Societies",1055,16181,1081,4990,5000,910,6700,1797,629
"Stratified Societies",1337,15487,1034,4066,5434,894,6931,1736,745
"Stratified Societies",1110,16999,1003,5048,5401,1100,6903,1745,882
"Stratified Societies",1218,12616,1035,4344,5122,923,7703,1441,798
"Stratified Societies",1029,12909,1092,4570,5167,902,7171,1612,730
"Stratified Societies",1343,12936,1074,4779,5015,824,6767,1741,806
"Stratified Societies",1100,12236,985,4568,5486,1088,5313,1772,532
"Stratified Societies",1283,13738,1070,4459,4809,939,7313,1566,711
"Stratified Societies",1104,17701,954,5006,4749,1026,7332,1471,679
"Stratified Societies",1491,15398,1006,4418,4733,926,6236,1588,699
"Stratified Societies",1335,16764,1154,4163,4947,787,7772,1738,606
"Stratified Societies",984,13581,1039,4393,4878,915,6493,1850,769
"Stratified Societies",1480,16264,1085,4837,4670,934,5568,1794,585
"Stratified Societies",978,12672,1092,5060,5083,772,6964,1733,749
"Stratified Societies",1165,15015,990,5150,4854,883,8526,1262,823
"Stratified Societies",1306,14686,1021,4254,5310,921,7792,1634,587
"Stratified Societies",967,15362,1112,5292,5140,879,8810,1609,666
"Stratified Societies",998,14074,997,4457,4717,956,6360,1763,613
"Stratified Societies",1027,15999,1000,4425,5105,820,6723,1388,771
"Stratified Societies",1398,14794,1076,4817,5702,780,7708,1650,756
"Stratified Societies",1203,15793,1072,4666,5055,860,8325,1561,742
"Stratified Societies",1145,15864,967,4537,5354,922,7671,1749,420
"Stratified Societies",1538,17101,961,4677,4953,1226,6897,1387,736
"Stratified Societies",1225,15690,1005,4272,5615,905,7585,1650,559
"Stratified Societies",940,14532,1125,5615,4821,1067,7750,1662,654
"Stratified Societies",1217,16565,1073,4226,4790,899,5483,1787,670
"Stratified Societies",1271,13361,1088,4241,4404,1019,7670,1684,719
"Stratified Societies",1230,15202,994,3925,4943,896,7473,1504,807
"Stratified Societies",1348,15186,1113,4604,4989,899,7690,1747,656
"Stratified Societies",1368,14912,973,3713,4880,931,8714,1478,790
"Stratified Societies",1484,14560,1048,4060,4846,1131,6444,2018,679
"Stratified Societies",1151,14976,1077,4463,5612,992,5862,1518,512
"Stratified Societies",1460,15571,960,5467,4833,1021,5992,1524,647
"Stratified Societies",1480,14753,1044,4387,4730,586,6088,1882,781
"Stratified Societies",1070,14425,1045,4693,5073,896,7425,1668,746
"Stratified Societies",1504,14300,1045,4893,4780,1145,6672,1355,759
"Stratified Societies",1447,15853,1046,4344,4952,953,5972,1680,669
"Stratified Societies",1256,13101,1008,4196,5375,924,7241,1986,577
"Stratified Societies",804,15336,1026,5513,5120,834,8378,1585,771
"Stratified Societies",1373,15469,1059,4463,5045,912,8548,1307,679
"Stratified Societies",1320,14135,1027,4113,4801,888,8149,1986,686
"Stratified Societies",985,18591,1019,4662,5188,942,6216,1653,653
"Stratified Societies",1062,14807,1098,4272,4640,885,5941,1969,877
"Stratified Societies",1218,16285,1045,4767,4891,851,6319,1844,631
"Stratified Societies",1217,15346,1066,4990,4968,978,6095,1625,572
"Stratified Societies",1262,14062,1061,5377,4877,947,5996,1443,727
"Stratified Societies",1447,15447,1115,4454,5696,1150,6275,1730,732
"Stratified Societies",1500,16188,1151,4394,5358,750,7422,1919,595
"Stratified Societies",1290,15823,965,5153,4984,904,6999,1479,560
"Stratified Societies",1321,17054,977,4823,5391,961,6966,1906,702
"Stratified Societies",1027,14821,1063,4187,5583,953,6003,1723,761
"Stratified Societies",1327,12238,1138,4569,5470,987,7586,1990,750
"Stratified Societies",1313,14042,970,5158,4669,1175,8239,1475,800
"Stratified Societies",1329,14534,1043,5116,4957,976,8173,1490,821
"Stratified Societies",1429,16463,1112,4378,5802,1157,6867,1906,588
"Stratified Societies",1276,15738,995,4779,4857,1019,5902,1643,664
"Stratified Societies",1311,14133,1057,4442,5463,876,7789,1932,770
"Stratified Societies",1255,13899,1087,3944,5389,1120,6276,2018,658
"Stratified Societies",1312,14974,1116,4885,5355,975,6207,1524,667
"Stratified Societies",1046,15419,992,4464,5261,996,6508,1634,706
"Stratified Societies",1416,15098,939,4667,5604,1004,7412,1888,699
"Stratified Societies",1123,15264,1130,4688,5203,1059,7682,1876,692
"Stratified Societies",1210,14191,1090,5170,5386,979,5964,1737,758
"Stratified Societies",1115,13015,1094,4054,5584,1062,7830,1718,735
"Stratified Societies",1184,15754,1003,4289,5776,1101,7827,1930,737
"Stratified Societies",1409,12291,1059,4888,4551,862,6867,1901,796
"Stratified Societies",1323,12191,915,3487,5394,1042,7552,1551,965
"Stratified Societies",1366,13538,1059,4178,4996,1095,7381,1807,750
"Stratified Societies",1121,12965,1049,4850,4829,1057,7385,1726,664
"Stratified Societies",1160,15014,1039,4643,4883,1038,6860,1440,874
"Stratified Societies",1324,18431,1005,4592,4386,1137,7478,1735,669
"Stratified Societies",1505,15129,1110,4643,5293,1039,8646,1772,808
"Stratified Societies",1407,15143,1025,4786,5111,793,6677,1577,733
"Stratified Societies",1369,14370,1013,5350,4966,801,7536,1900,708
"Stratified Societies",1224,12849,1102,3790,4370,993,6356,1700,654
"Stratified Societies",1299,15793,1088,4189,5366,985,6128,1914,656
"Stratified Societies",1139,13875,1118,4139,4850,867,5672,1938,805
"Stratified Societies",1573,16539,1060,4380,5357,758,7473,1626,645
"Stratified Societies",988,14618,987,4994,4694,972,7814,1646,678
"Stratified Societies",1045,15419,933,3570,5176,911,6186,1894,525
"Stratified Societies",1197,15397,1077,4742,4880,930,8049,1868,673
"Stratified Societies",1186,17404,1092,4722,5779,818,7084,1824,699
"Stratified Societies",1152,15625,965,4939,5179,874,7352,1589,757
"Stratified Societies",1270,15258,1006,4296,5085,936,7610,1688,789
"Stratified Societies",1175,14275,1059,4785,5195,1153,6802,1869,701
"Stratified Societies",1359,13343,945,4695,5878,998,8078,1732,753
"Stratified Societies",1075,16365,1042,4294,4706,971,6772,1815,523
"Stratified Societies",1266,13844,1075,4937,4826,950,6096,1620,643
"Stratified Societies",1249,17670,1041,4810,5192,963,7880,1782,772
"Stratified Societies",1131,14185,1117,3789,5057,925,5699,1736,767
"Stratified Societies",1279,15216,1012,4309,4925,984,7370,1673,651
"Stratified Societies",1095,15727,950,4831,5270,964,5287,2128,573
"Stratified Societies",1226,15675,1035,3696,5017,935,6313,1905,771
"Stratified Societies",1159,14476,951,3871,4485,637,6957,1491,828
"Stratified Societies",1083,16610,1008,4974,5284,797,7175,1756,677
"Stratified Societies",857,14722,1011,4539,4387,891,6266,1691,789
"Stratified Societies",1036,14510,1121,4314,4599,815,7048,1539,644
"Stratified Societies",1456,12512,986,4401,5070,1056,5748,1994,719
"Stratified Societies",1446,15020,1107,5385,4957,983,6445,1982,576
"Stratified Societies",1328,15517,946,4638,5399,762,7196,1910,709
"Stratified Societies",1217,16187,999,4400,5195,991,6738,1668,773
"Stratified Societies",1049,14427,1059,4762,4632,1011,7607,1655,783
"Stratified Societies",1180,14258,1025,4169,4627,1013,6450,1875,685
"Stratified Societies",1047,15622,1084,4740,5332,865,6999,1609,657
"Stratified Societies",1107,15007,986,4397,5085,944,6550,1650,526
"Stratified Societies",1229,13444,1020,4758,4374,646,6655,1923,791
"Stratified Societies",1429,14647,1005,5146,5028,945,6553,1691,645
"Stratified Societies",1101,15251,998,4959,5210,921,6331,1797,690
"Stratified Societies",1446,16504,1024,4711,4496,834,7802,1424,691
"Stratified Societies",1141,15776,1048,4837,5194,995,5892,1960,720
"Stratified Societies",1298,13510,1085,4819,4538,978,7348,1838,821
"Stratified Societies",1472,15496,974,4172,4253,1044,5437,1716,668
"Stratified Societies",1372,14302,1108,4944,4690,1097,5695,1787,668
"Stratified Societies",1161,15073,1141,5164,5170,896,6372,1861,598
"Stratified Societies",1131,15055,1044,4106,5338,797,6450,1703,746
"Stratified Societies",1324,14510,1062,4524,4555,1017,5979,1771,534
"Stratified Societies",1233,13271,1063,4498,4904,770,6224,1707,616
"Stratified Societies",1266,15803,1050,3620,5297,915,7264,1598,613
"Stratified Societies",1489,15213,1063,4998,5414,1147,6631,1795,861
"Stratified Societies",1064,14326,1034,5520,5275,879,7408,1776,662
"Stratified Societies",1394,14405,942,4286,4797,1063,6075,1481,534
"Stratified Societies",1175,15824,1056,4586,5230,1048,7571,1653,751
"Stratified Societies",1321,14699,991,5036,4858,812,8156,1671,671
"Stratified Societies",1029,13632,1052,4255,4739,766,6811,1842,745
"Stratified Societies",1198,15711,963,4513,5211,889,7624,1806,658
"Stratified Societies",1323,16372,1002,4566,5849,1082,7168,1592,730
"Stratified Societies",1319,13602,1112,3942,5132,1226,7010,1739,815
"Stratified Societies",1427,16154,1082,4217,4716,893,6098,1792,613
"Stratified Societies",1210,14264,1126,4729,5438,1005,7807,1584,699
"Stratified Societies",1072,16210,1037,5147,5614,744,8177,2010,772
"Stratified Societies",1312,14366,1030,3826,5491,971,7477,1694,755
"Stratified Societies",1395,12323,1063,5127,5010,995,6340,1784,741
"Stratified Societies",1404,14592,1023,4298,5420,874,6419,1695,705
"Stratified Societies",1112,14468,949,4920,5618,853,7514,1938,631
"Stratified Societies",937,14500,1067,4464,5266,1217,6692,1582,737
"Stratified Societies",1433,13309,1004,4918,4539,1112,6670,1624,847
"Stratified Societies",1358,16847,967,4317,5141,940,7492,1734,820
"Stratified Societies",1353,16694,1018,5274,5415,840,6717,1945,574
"Stratified Societies",1245,17140,1079,4253,5298,589,5904,1812,651
"Stratified Societies",1160,13525,963,4854,4254,784,7064,1455,679
"Stratified Societies",1058,17082,997,4150,4431,1145,6080,1635,580
"Stratified Societies",1507,16301,1099,4410,5352,883,5170,1490,684
"Stratified Societies",1444,13399,1010,4899,4440,1041,6129,1639,580
"Stratified Societies",1248,15809,1065,4923,4699,841,8436,1774,679
"Stratified Societies",1207,13940,976,3693,5065,1128,8194,1751,737
"Stratified Societies",1076,16746,1030,4819,4459,1226,7784,1652,640
"Stratified Societies",1310,15023,1065,4155,5746,827,7955,1833,524
"Stratified Societies",1330,14414,1068,4082,5030,1009,6695,1745,628
"Stratified Societies",1237,16017,1043,5662,4846,990,7361,1671,677
"Stratified Societies",1019,14615,1041,4122,4445,750,7675,1644,555
"Stratified Societies",1297,14340,1115,4332,4792,1037,7382,1593,654
"Stratified Societies",1417,15291,1131,3798,4752,632,6699,1709,705
"Stratified Societies",1114,15849,975,4409,4854,842,6161,1609,615
"Stratified Societies",1446,16115,974,4884,4669,761,5692,1518,679
"Stratified Societies",1469,14779,990,4728,3950,707,7169,1428,665
"Stratified Societies",1446,18285,1062,4518,4671,852,7173,1579,647
"Stratified Societies",1204,14968,1129,4127,5187,922,6544,1710,695
"Stratified Societies",1208,14959,1048,4261,4842,879,6081,1490,656
"Stratified Societies",1507,16446,985,4250,5184,1117,6687,1816,677
"Stratified Societies",1268,14256,976,5434,4762,971,6937,1812,814
"Stratified Societies",1140,16949,955,3950,5182,1078,7073,1586,685
"Stratified Societies",1423,15293,1006,5431,4654,988,7471,1836,727
"Stratified Societies",1021,14150,1060,4998,5327,880,7702,1635,632
"Stratified Societies",1084,15183,1046,4994,5769,764,6642,1837,631
"Stratified Societies",1400,16847,1076,4741,5140,716,6899,2019,511
"Stratified Societies",1080,13764,1089,3807,4458,1018,5383,1648,555
"Stratified Societies",1135,14694,1096,4642,4788,1166,7502,1471,637
"Stratified Societies",1317,17225,1129,4427,4836,738,7880,1537,857
"Stratified Societies",1034,17019,1069,4120,4992,902,7702,1881,685
"Stratified Societies",1319,14891,1104,5147,4738,1028,5051,1831,572
"Stratified Societies",1243,12837,1112,4430,5750,871,5970,2032,677
"Stratified Societies",1180,13625,983,4644,5049,993,7360,1620,671
"Stratified Societies",1128,15070,1008,5370,5037,1007,7009,1745,958
"Stratified Societies",1295,15916,1044,4519,5267,860,6874,1813,679
"Stratified Societies",1068,13726,991,4875,5180,1208,8189,1715,669
"Stratified Societies",1258,14188,989,5169,4768,1073,7864,1609,741
"Stratified Societies",1325,14476,968,3860,4329,1155,8543,1636,614
"Stratified Societies",1481,15190,1087,4475,5188,950,6343,1409,699
"Stratified Societies",1021,14708,1047,5544,4651,971,6344,1967,895
"Stratified Societies",969,12377,1054,4653,5070,986,7896,1846,617
"Stratified Societies",1090,14402,1083,5253,5198,904,8151,1468,681
"Stratified Societies",1311,17151,1052,4518,4789,1057,7468,1806,660
"Stratified Societies",1324,15790,1001,5085,5609,1234,6790,1758,795
"Stratified Societies",1160,14921,1101,5224,4952,967,8410,1861,602
"Stratified Societies",1577,15578,1056,4777,4153,1058,7754,1700,738
"Stratified Societies",1186,15453,1027,4190,4690,1020,7367,1642,836
"Stratified Societies",1130,12901,1074,4496,5107,762,6307,1716,589
"Stratified Societies",1252,15203,1000,4572,5409,745,7269,1852,754
"Stratified Societies",1168,18026,1135,5231,4151,742,7141,1982,673
"Stratified Societies",1195,16728,960,4929,4172,1125,7319,1842,620
"Stratified Societies",1172,17711,1101,4530,4605,1022,6547,1627,663
"Stratified Societies",1235,16086,1118,4775,4924,1024,6596,1606,786
"Stratified Societies",1098,13220,1038,5019,5170,994,6788,1643,727
"Stratified Societies",1438,14712,1062,4529,4993,1000,7080,1703,665
"Stratified Societies",1547,16327,1077,4451,4830,1127,8112,1708,729
"Stratified Societies",1355,14591,1027,4628,5088,811,7329,2025,757
"Stratified Societies",908,14422,1097,5019,5126,974,7011,1814,626
"Stratified Societies",1245,16012,1064,4830,5098,1012,7152,1823,809
"Stratified Societies",1394,16105,1058,4750,4816,1023,7566,1966,625
"Stratified Societies",998,15668,1097,4992,4319,944,6878,1916,759
"Stratified Societies",1226,13998,1062,4902,5060,737,7867,1720,614
"Stratified Societies",1528,14782,1067,4156,5248,774,6765,1811,484
"Stratified Societies",1232,14238,1055,3820,6063,933,8011,1650,772
"Stratified Societies",1462,15624,1069,4305,5268,1060,6144,2015,803
"Stratified Societies",1077,16265,1085,4742,4654,1065,6486,1842,797
"Stratified Societies",1369,14560,1088,4385,4943,929,6874,1673,650
"Stratified Societies",1409,13976,1124,5392,5299,850,7896,1956,700
"Stratified Societies",1542,14715,1096,4627,4448,953,7042,1548,817
"Stratified Societies",995,13474,1091,4253,5406,1062,7278,1813,576
"Stratified Societies",1354,15907,1015,4376,5440,1026,6667,1466,669
"Stratified Societies",1459,16072,1163,5285,4815,797,7251,1602,599
"Stratified Societies",1070,14239,1084,4795,5119,1080,7706,1720,854
"Stratified Societies",1247,14505,986,5419,4168,1145,9160,1572,737
"Stratified Societies",1173,14880,1104,4998,5224,831,6039,1509,823
"Stratified Societies",1128,16053,1077,4109,5269,851,7597,1811,527
"Stratified Societies",1506,15493,1080,4180,5509,944,8016,1697,722
"Stratified Societies",1567,14571,994,5290,4014,1155,6242,1782,850
"Stratified Societies",1192,14062,998,4353,4852,752,5983,1663,659
"Stratified Societies",1631,17964,1039,4351,5397,1147,7269,2001,639
"Stratified Societies",1274,14790,1058,5048,5024,997,7139,1737,760
"Stratified Societies",1468,12730,1026,4221,4541,984,6170,1866,597
"Stratified Societies",1561,13984,1056,3834,4806,1020,8353,1746,618
"Stratified Societies",1010,16391,960,5015,5164,1009,6496,1644,679
"Stratified Societies",1226,15614,1006,4853,5271,923,7219,1872,731
"Stratified Societies",1148,14031,1057,4661,4683,657,6462,1525,690
"Stratified Societies",869,14463,1014,4414,4310,1047,5981,1842,620
"Stratified Societies",1175,13095,973,5080,4651,857,6288,1550,620
"Stratified Societies",1146,12995,1134,4539,4923,1118,7109,1368,767
"Stratified Societies",1361,15464,966,4638,4465,1005,7555,1332,730
"Stratified Societies",1057,16456,1092,4266,5276,1058,6979,1499,725
"Stratified Societies",1361,14993,1028,4223,5553,897,7769,1319,718
"Stratified Societies",1177,15922,1072,4093,5234,862,5439,1367,719
"Stratified Societies",1085,13721,1115,4560,4990,870,7455,1779,693
"Stratified Societies",1198,12359,1025,4196,5262,760,6630,1490,545
"Stratified Societies",1354,15864,1019,4767,5173,1034,7204,1760,573
"Stratified Societies",1118,16661,981,5205,4957,984,6165,1496,640
"Stratified Societies",1204,16656,1053,4840,4851,1117,7413,1709,661
"Stratified Societies",1218,13974,1093,4180,5922,967,6965,1862,564
"Stratified Societies",1165,16234,1086,5145,4743,767,6822,1772,701
"Stratified Societies",1197,14691,970,4406,5527,1017,8392,1821,748
"Stratified Societies",1184,12476,976,4596,5532,854,6472,1595,630
"Stratified Societies",1514,12797,978,4349,4851,923,8240,1623,704
"Stratified Societies",1305,15688,993,4132,5969,1132,5877,1855,815
"Stratified Societies",1079,13804,1019,4409,4682,1120,7818,1627,577
"Stratified Societies",1448,14039,1034,4651,5191,702,7086,1802,546
"Stratified Societies",1212,14984,951,4074,5223,815,6038,1562,779
"Stratified Societies",1254,14147,1089,4546,4743,921,7688,1761,560
"Stratified Societies",1218,17693,1003,4740,5668,905,7734,1528,594
"Stratified Societies",1225,15966,1110,5330,4520,669,7621,1486,558
"Stratified Societies",1111,12845,995,4212,5031,908,6821,1777,535
"Stratified Societies",1664,12851,1144,4876,5224,907,8207,1816,759
"Stratified Societies",1227,16652,1061,4163,4982,924,7876,1800,764
"Stratified Societies",1417,15396,1081,4136,5310,765,6870,1846,870
"Stratified Societies",1015,15129,1078,4740,5080,976,6919,1965,650
"Stratified Societies",1271,13057,1080,3879,5077,977,7620,1880,599
"Stratified Societies",1351,14686,1058,5288,4825,862,6920,1901,659
"Stratified Societies",1224,14354,1072,4496,5265,1275,7466,1578,573
"Stratified Societies",1406,16114,1069,3775,5545,1013,6573,1613,777
"Stratified Societies",975,12862,1026,5274,4294,965,6804,1804,698
"Stratified Societies",1350,14282,995,4115,5232,758,6081,1632,707
"Stratified Societies",1195,14728,1008,4191,5047,1039,7164,1581,720
"Stratified Societies",894,13234,1082,4403,4812,1014,6327,1532,735
"Stratified Societies",1304,15756,1062,4992,5322,1176,7065,1622,728
"Stratified Societies",1415,13653,1141,3922,4688,651,8017,1518,821
"Stratified Societies",1370,13237,1073,4817,5120,827,8054,1313,593
"Stratified Societies",1331,13783,1077,4662,5087,1060,7344,1662,710
"Stratified Societies",1287,16040,1007,4832,4720,841,6218,1344,599
"Stratified Societies",1268,15384,1082,5050,5826,1056,6653,1554,574
"Stratified Societies",1151,14658,1002,4263,4998,937,6726,1789,622
"Stratified Societies",1404,16249,960,4941,4254,824,5778,1480,695
"Stratified Societies",1303,14167,1038,4198,4820,1060,7966,1534,584
"Stratified Societies",1305,16037,1015,3815,6227,888,5670,1359,671
"Stratified Societies",1104,14703,1113,4444,4788,1224,8126,1588,569
"Stratified Societies",1561,15172,1099,3731,5223,1046,6404,1644,618
"Stratified Societies",1167,14041,1055,5274,4853,951,6706,1488,686
"Stratified Societies",1246,12249,1094,5011,5794,1075,8014,1515,853
"Stratified Societies",1243,15123,1059,4009,5036,1081,6189,1493,902
"Stratified Societies",1432,14030,1008,3731,5141,883,8736,1451,750
"Stratified Societies",1241,14029,980,4334,5691,814,7817,1661,740
"Stratified Societies",1325,16920,1017,4343,5607,999,6729,1575,793
"Stratified Societies",1367,13705,1148,4396,4957,1143,8114,1567,746
"Stratified Societies",1367,13164,1047,3944,5043,1057,8260,1821,616
"Stratified Societies",1403,16286,987,4879,4878,778,6883,1494,841
"Stratified Societies",1497,17951,1037,4563,5298,803,7919,1509,782
"Stratified Societies",1526,14767,1140,5522,6066,1176,7914,2059,587
"Stratified Societies",1413,14073,1058,3802,4560,1069,6823,1593,731
"Stratified Societies",1065,14032,1037,3892,4953,1098,7271,1537,583
"Stratified Societies",1324,15291,1100,3934,5666,834,7411,1452,644
"Stratified Societies",1426,15195,1083,4678,5128,988,7941,1979,680
"Stratified Societies",1234,13644,1024,5022,5247,962,6018,1814,694
"Stratified Societies",1267,15671,1064,4681,5434,803,6587,1709,498
"Stratified Societies",1514,14898,1033,4907,4676,837,6973,1824,792
"Stratified Societies",1279,14640,1069,4682,5281,1189,8073,1821,772
"Stratified Societies",1280,14174,986,5243,4958,1090,7377,1609,528
"Stratified Societies",1286,14474,1106,4780,5286,916,6537,1841,787
"Stratified Societies",1233,15769,1018,3973,4374,930,6298,1594,634
"Stratified Societies",1273,13878,1043,5058,4638,1342,6592,1430,704
"Stratified Societies",1037,14769,1060,4208,4898,1077,7153,1504,699
"Stratified Societies",1279,17212,1083,4261,4961,935,7828,1544,651
"Stratified Societies",1003,17041,1027,4238,5603,836,6871,1495,655
"Stratified Societies",1169,13642,999,5228,5072,1103,7263,1764,777
"Stratified Societies",1335,15577,1101,4878,4579,863,6935,1841,740
"Stratified Societies",1347,16401,1026,4664,4976,920,6640,1637,855
"Stratified Societies",1306,15062,1125,3980,5263,1018,6495,1815,593
"Stratified Societies",1237,15151,1061,4514,4981,1062,5688,1657,683
"Stratified Societies",1375,13748,1051,4449,4665,793,6240,1657,803
"Stratified Societies",1338,15125,1075,5066,5123,1152,6866,1876,665
"Stratified Societies",1397,14075,1037,4303,5019,1149,7073,1766,754
"Stratified Societies",1074,14987,1106,5282,4986,818,7070,1849,655
